,name,t_wins,t_losses,t_nc,t_draws,total,rounds,kd,kd_round,win_p,sig_strikes,sig_strikes_att,rounds_per_fight,time_min,time_per_fight,sig_str_per_min,ground_control
1118,Phil Harris,1.0,3.0,0.0,0.0,5.0,10.0,0.0,0.0,0.2,100.0,375.0,2.0,42.7,8.540000000000001,2.34192037470726,4.75
1119,Philip De Fries,2.0,3.0,0.0,0.0,5.0,8.0,1.0,0.125,0.4,63.0,133.0,1.6,27.366666666666667,5.473333333333334,2.302070645554202,17.95
1120,Philipe Lins,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,47.0,116.0,2.0,17.683333333333334,8.841666666666667,2.657869934024505,0.11666666666666667
1121,Phillip Miller,2.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,1.0,40.0,74.0,2.5,24.833333333333332,12.416666666666666,1.6107382550335572,16.266666666666666
1122,Phillipe Nover,1.0,6.0,0.0,0.0,7.0,19.0,0.0,0.0,0.14285714285714285,163.0,458.0,2.7142857142857144,91.05,13.007142857142856,1.7902251510159253,9.3
1123,Pingyuan Liu,2.0,2.0,0.0,0.0,4.0,12.0,1.0,0.08333333333333333,0.5,139.0,413.0,3.0,58.9,14.725,2.359932088285229,7.033333333333333
1124,Piotr Hallmann,2.0,4.0,0.0,0.0,6.0,16.0,0.0,0.0,0.3333333333333333,281.0,611.0,2.6666666666666665,70.60000000000001,11.766666666666667,3.9801699716713874,18.283333333333335
1125,Poliana Botelho,3.0,1.0,0.0,0.0,4.0,8.0,1.0,0.125,0.75,129.0,222.0,2.0,35.349999999999994,8.837499999999999,3.64922206506365,7.916666666666667
1126,Polyana Viana,2.0,3.0,0.0,0.0,5.0,9.0,0.0,0.0,0.4,145.0,339.0,1.8,36.86666666666667,7.373333333333333,3.9330922242314648,3.5166666666666666
1127,Priscila Cachoeira,1.0,3.0,0.0,0.0,4.0,9.0,1.0,0.1111111111111111,0.25,154.0,413.0,2.25,40.083333333333336,10.020833333333334,3.8419958419958418,1.1333333333333335
1128,Punahele Soriano,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,26.0,44.0,1.0,3.283333333333333,3.283333333333333,7.9187817258883255,1.2333333333333334
1129,Quinton Jackson,8.0,5.0,0.0,0.0,13.0,39.0,8.0,0.20512820512820512,0.6153846153846154,514.0,1186.0,3.0,185.28333333333336,14.252564102564104,2.7741297112530354,23.050000000000004
1130,Rafael Carino,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,17.0,1.0,5.533333333333333,5.533333333333333,1.4457831325301205,0.0
1131,Rafael Cavalcante,1.0,4.0,0.0,0.0,5.0,11.0,1.0,0.09090909090909091,0.2,83.0,186.0,2.2,46.53333333333333,9.306666666666667,1.7836676217765044,0.6166666666666667
1132,Rafael Dos Anjos,18.0,11.0,0.0,0.0,29.0,86.0,5.0,0.05813953488372093,0.6206896551724138,1401.0,3061.0,2.9655172413793105,403.18333333333334,13.90287356321839,3.4748460171138027,92.23333333333332
1133,Rafael Natal,9.0,7.0,0.0,1.0,17.0,44.0,5.0,0.11363636363636363,0.5294117647058824,656.0,1370.0,2.588235294117647,211.63333333333333,12.449019607843137,3.099700740274059,53.68333333333332
1134,Rafaello Oliveira,2.0,6.0,0.0,0.0,8.0,19.0,0.0,0.0,0.25,185.0,554.0,2.375,84.33333333333334,10.541666666666668,2.193675889328063,30.633333333333333
1135,Ramazan Emeev,4.0,1.0,0.0,0.0,5.0,15.0,1.0,0.06666666666666667,0.8,172.0,398.0,3.0,75.0,15.0,2.2933333333333334,21.266666666666666
1136,Rameau Thierry Sokoudjou,1.0,2.0,0.0,0.0,3.0,5.0,1.0,0.2,0.3333333333333333,60.0,152.0,1.6666666666666667,23.583333333333332,7.861111111111111,2.544169611307421,0.41666666666666663
1137,Ramiro Hernandez,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,44.0,154.0,2.0,16.166666666666668,8.083333333333334,2.721649484536082,0.0
1138,Ramsey Nijem,5.0,5.0,0.0,0.0,10.0,20.0,3.0,0.15,0.5,258.0,581.0,2.0,84.6,8.459999999999999,3.049645390070922,41.06666666666666
1139,Randa Markos,6.0,8.0,0.0,1.0,15.0,39.0,0.0,0.0,0.4,562.0,1347.0,2.6,192.7,12.846666666666666,2.9164504411001557,49.65
1140,Randy Brown,6.0,4.0,0.0,0.0,10.0,25.0,2.0,0.08,0.6,384.0,806.0,2.5,104.58333333333334,10.458333333333334,3.671713147410358,26.400000000000002
1141,Randy Costa,2.0,1.0,0.0,0.0,3.0,4.0,3.0,0.75,0.6666666666666666,72.0,151.0,1.3333333333333333,9.133333333333333,3.0444444444444443,7.883211678832117,0.7666666666666667
1142,Randy Couture,16.0,8.0,0.0,0.0,24.0,63.0,1.0,0.015873015873015872,0.6666666666666666,778.0,1315.0,2.625,273.83333333333337,11.409722222222223,2.841144248326232,126.76666666666665
1143,Rani Yahya,11.0,4.0,0.0,1.0,17.0,42.0,0.0,0.0,0.6470588235294118,344.0,931.0,2.4705882352941178,191.34999999999997,11.255882352941175,1.7977528089887644,69.85
1144,Raoni Barcelos,4.0,0.0,0.0,0.0,4.0,10.0,2.0,0.2,1.0,218.0,432.0,2.5,45.5,11.375,4.791208791208791,14.000000000000002
1145,Raphael Assuncao,11.0,5.0,0.0,0.0,16.0,41.0,2.0,0.04878048780487805,0.6875,677.0,1625.0,2.5625,189.9,11.86875,3.5650342285413372,20.76666666666667
1146,Raphael Pessoa,1.0,2.0,0.0,0.0,3.0,6.0,1.0,0.16666666666666666,0.3333333333333333,58.0,215.0,2.0,26.8,8.933333333333334,2.1641791044776117,0.11666666666666667
1147,Raquel Pennington,8.0,5.0,0.0,0.0,13.0,38.0,0.0,0.0,0.6153846153846154,679.0,1396.0,2.923076923076923,187.55,14.426923076923078,3.6203679018928283,43.91666666666667
1148,Rashad Coulter,1.0,3.0,0.0,0.0,4.0,8.0,1.0,0.125,0.25,174.0,316.0,2.0,37.06666666666666,9.266666666666666,4.694244604316547,0.8500000000000001
1149,Rashad Evans,14.0,8.0,0.0,1.0,23.0,62.0,4.0,0.06451612903225806,0.6086956521739131,614.0,1635.0,2.6956521739130435,288.6,12.547826086956523,2.1275121275121274,80.61666666666667
1150,Raulian Paiva,2.0,2.0,0.0,0.0,4.0,9.0,1.0,0.1111111111111111,0.5,176.0,446.0,2.25,42.63333333333333,10.658333333333333,4.128225175918686,4.183333333333334
1151,Ray Borg,7.0,5.0,0.0,0.0,12.0,36.0,0.0,0.0,0.5833333333333334,263.0,504.0,3.0,173.46666666666667,14.455555555555556,1.516141429669485,78.75
1152,Reginaldo Vieira,1.0,2.0,0.0,0.0,3.0,8.0,0.0,0.0,0.3333333333333333,143.0,351.0,2.6666666666666665,38.06666666666666,12.688888888888888,3.756567425569177,9.266666666666666
1153,Remco Pardoel,3.0,2.0,0.0,0.0,5.0,5.0,0.0,0.0,0.6,13.0,17.0,1.0,28.383333333333333,5.676666666666667,0.4580152671755725,0.0
1154,Renan Barao,9.0,8.0,0.0,0.0,17.0,51.0,4.0,0.0784313725490196,0.5294117647058824,922.0,2508.0,3.0,235.3,13.841176470588236,3.918402039949001,37.05
1155,Renato Moicano,6.0,3.0,0.0,0.0,9.0,19.0,1.0,0.05263157894736842,0.6666666666666666,429.0,919.0,2.111111111111111,78.16666666666667,8.685185185185185,5.4882729211087415,4.966666666666667
1156,Renato Sobral,6.0,4.0,0.0,0.0,10.0,20.0,0.0,0.0,0.6,162.0,310.0,2.0,80.68333333333334,8.068333333333333,2.007849617847552,41.400000000000006
1157,Renato Verissimo,1.0,2.0,0.0,0.0,3.0,8.0,0.0,0.0,0.3333333333333333,33.0,70.0,2.6666666666666665,37.18333333333334,12.394444444444446,0.8874943971313312,10.533333333333333
1158,Renee Forte,1.0,3.0,0.0,0.0,4.0,10.0,1.0,0.1,0.25,94.0,292.0,2.5,45.18333333333333,11.295833333333333,2.080413131685725,16.266666666666666
1159,Reuben Duran,1.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,0.25,147.0,300.0,2.5,46.03333333333333,11.508333333333333,3.1933381607530777,15.799999999999999
1160,Reza Madadi,3.0,4.0,0.0,0.0,7.0,20.0,0.0,0.0,0.42857142857142855,226.0,486.0,2.857142857142857,89.95,12.85,2.5125069483046136,22.71666666666667
1161,Ricardo Abreu,1.0,1.0,0.0,0.0,2.0,5.0,2.0,0.4,0.5,80.0,252.0,2.5,21.1,10.55,3.791469194312796,4.35
1162,Ricardo Almeida,6.0,5.0,0.0,0.0,11.0,25.0,0.0,0.0,0.5454545454545454,255.0,478.0,2.272727272727273,113.35,10.304545454545455,2.249669166299074,53.300000000000004
1163,Ricardo Funch,0.0,4.0,0.0,0.0,4.0,9.0,0.0,0.0,0.0,95.0,146.0,2.25,36.36666666666667,9.091666666666667,2.612282309807516,10.666666666666666
1164,Ricardo Lamas,11.0,6.0,0.0,0.0,17.0,38.0,2.0,0.05263157894736842,0.6470588235294118,600.0,1211.0,2.235294117647059,175.11666666666667,10.300980392156863,3.4262872370800417,40.11666666666667
1165,Ricardo Ramos,5.0,2.0,0.0,0.0,7.0,15.0,2.0,0.13333333333333333,0.7142857142857143,203.0,519.0,2.142857142857143,67.68333333333334,9.66904761904762,2.9992612656981037,8.1
1166,Ricco Rodriguez,5.0,2.0,0.0,0.0,7.0,19.0,0.0,0.0,0.7142857142857143,178.0,314.0,2.7142857142857144,83.05000000000001,11.864285714285716,2.1432871763997587,39.6
1167,Rich Attonito,3.0,2.0,0.0,0.0,5.0,13.0,2.0,0.15384615384615385,0.6,138.0,288.0,2.6,60.58333333333333,12.116666666666665,2.2778541953232465,15.45
1168,Rich Clementi,5.0,5.0,0.0,0.0,10.0,23.0,0.0,0.0,0.5,171.0,459.0,2.3,109.51666666666667,10.951666666666666,1.5614061786638258,24.950000000000003
1169,Rich Franklin,14.0,6.0,0.0,0.0,20.0,46.0,10.0,0.21739130434782608,0.7,856.0,1970.0,2.3,202.39999999999998,10.12,4.229249011857708,37.55
1170,Richard Walsh,2.0,4.0,0.0,0.0,6.0,16.0,3.0,0.1875,0.3333333333333333,297.0,635.0,2.6666666666666665,77.31666666666666,12.886111111111111,3.841345117482216,23.18333333333333
1171,Richardson Moreira,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,18.0,63.0,2.0,15.333333333333334,7.666666666666667,1.1739130434782608,2.6333333333333333
1172,Richie Vaculik,1.0,3.0,0.0,0.0,4.0,10.0,0.0,0.0,0.25,166.0,355.0,2.5,45.016666666666666,11.254166666666666,3.687523139577934,8.933333333333332
1173,Rick Glenn,3.0,3.0,0.0,0.0,6.0,18.0,1.0,0.05555555555555555,0.5,388.0,915.0,3.0,90.0,15.0,4.311111111111111,15.433333333333334
1174,Rick Story,12.0,7.0,0.0,0.0,19.0,51.0,6.0,0.11764705882352941,0.631578947368421,901.0,2158.0,2.6842105263157894,237.21666666666667,12.485087719298246,3.7982154148809104,74.95
1175,Ricky Simon,4.0,2.0,0.0,0.0,6.0,16.0,2.0,0.125,0.6666666666666666,243.0,599.0,2.6666666666666665,75.76666666666667,12.627777777777778,3.207215134183898,20.9
1176,Riki Fukuda,2.0,3.0,0.0,0.0,5.0,15.0,0.0,0.0,0.4,350.0,757.0,3.0,75.0,15.0,4.666666666666667,18.349999999999998
1177,Roan Carneiro,4.0,5.0,0.0,0.0,9.0,20.0,0.0,0.0,0.4444444444444444,133.0,277.0,2.2222222222222223,87.80000000000001,9.755555555555556,1.5148063781321182,37.983333333333334
1178,Rob Broughton,1.0,2.0,0.0,0.0,3.0,9.0,0.0,0.0,0.3333333333333333,118.0,196.0,3.0,41.71666666666667,13.905555555555557,2.828605673192169,5.1
1179,Rob Emerson,3.0,3.0,0.0,0.0,7.0,17.0,2.0,0.11764705882352941,0.42857142857142855,185.0,602.0,2.4285714285714284,74.08333333333334,10.583333333333334,2.49718785151856,11.0
1180,Rob Font,7.0,3.0,0.0,0.0,10.0,21.0,5.0,0.23809523809523808,0.7,492.0,1195.0,2.1,96.36666666666667,9.636666666666667,5.105499827049464,11.649999999999999
1181,Rob Kimmons,3.0,4.0,0.0,0.0,7.0,13.0,0.0,0.0,0.42857142857142855,94.0,193.0,1.8571428571428572,50.53333333333333,7.219047619047619,1.8601583113456466,13.316666666666666
1182,Rob MacDonald,1.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,0.3333333333333333,15.0,30.0,1.0,8.35,2.783333333333333,1.7964071856287427,3.1333333333333333
1183,Rob Wilkinson,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,46.0,92.0,2.0,16.78333333333333,8.391666666666666,2.7408142999006953,6.3999999999999995
1184,Robbie Lawler,13.0,9.0,0.0,0.0,22.0,66.0,9.0,0.13636363636363635,0.5909090909090909,1114.0,2388.0,3.0,297.26666666666665,13.512121212121212,3.7474770127831354,31.916666666666668
1185,Robert Drysdale,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,2.05,2.05,0.0,1.5
1186,Robert McDaniel,1.0,2.0,0.0,0.0,3.0,7.0,0.0,0.0,0.3333333333333333,53.0,120.0,2.3333333333333335,32.36666666666667,10.78888888888889,1.6374871266735325,11.416666666666668
1187,Robert Peralta,4.0,3.0,0.0,0.0,8.0,20.0,4.0,0.2,0.5,302.0,677.0,2.5,86.93333333333334,10.866666666666667,3.473926380368098,8.9
1188,Robert Sanchez,1.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.3333333333333333,20.0,49.0,1.6666666666666667,20.766666666666666,6.922222222222222,0.9630818619582665,8.583333333333334
1189,Robert Whiteford,2.0,3.0,0.0,0.0,5.0,12.0,1.0,0.08333333333333333,0.4,129.0,277.0,2.4,55.349999999999994,11.069999999999999,2.3306233062330626,11.433333333333332
1190,Robert Whittaker,12.0,3.0,0.0,0.0,15.0,42.0,9.0,0.21428571428571427,0.8,875.0,2174.0,2.8,193.98333333333335,12.932222222222224,4.510696795257324,15.283333333333331
1191,Rodney Wallace,0.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,51.0,110.0,3.0,45.0,15.0,1.1333333333333333,11.283333333333333
1192,Rodolfo Vieira,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,23.0,49.0,1.5,12.4,6.2,1.8548387096774193,7.4
1193,Rodrigo Damm,3.0,4.0,0.0,0.0,7.0,19.0,0.0,0.0,0.42857142857142855,346.0,945.0,2.7142857142857144,89.63333333333333,12.804761904761904,3.8601710673112684,4.6
1194,Rodrigo Nascimento,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.5,33.0,56.0,1.5,7.833333333333334,3.916666666666667,4.212765957446808,2.3833333333333333
1195,Roger Bowling,0.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,79.0,213.0,2.0,24.4,8.133333333333333,3.237704918032787,3.85
1196,Roger Huerta,6.0,2.0,0.0,0.0,8.0,21.0,0.0,0.0,0.75,333.0,911.0,2.625,91.5,11.4375,3.639344262295082,33.88333333333333
1197,Rogerio Bontorin,2.0,1.0,0.0,0.0,3.0,7.0,0.0,0.0,0.6666666666666666,57.0,112.0,2.3333333333333335,32.93333333333334,10.97777777777778,1.7307692307692306,6.0
1198,Rogerio Nogueira,6.0,7.0,0.0,0.0,13.0,28.0,4.0,0.14285714285714285,0.46153846153846156,341.0,932.0,2.1538461538461537,122.75,9.442307692307692,2.7780040733197557,6.433333333333333
1199,Roland Delorme,3.0,3.0,0.0,0.0,7.0,15.0,2.0,0.13333333333333333,0.42857142857142855,150.0,339.0,2.142857142857143,65.76666666666668,9.395238095238097,2.2807906741003543,13.5
1200,Rolando Delgado,1.0,2.0,0.0,0.0,3.0,6.0,1.0,0.16666666666666666,0.3333333333333333,40.0,100.0,2.0,25.666666666666668,8.555555555555555,1.5584415584415583,8.316666666666666
1201,Rolando Dy,1.0,3.0,0.0,0.0,4.0,10.0,1.0,0.1,0.25,151.0,401.0,2.5,49.66666666666667,12.416666666666668,3.0402684563758386,3.416666666666667
1202,Roldan Sangcha'an,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,63.0,135.0,2.5,23.21666666666667,11.608333333333334,2.7135678391959797,3.1333333333333333
1203,Roman Dolidze,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,19.0,22.0,1.0,4.25,4.25,4.470588235294118,0.05
1204,Roman Kopylov,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,37.0,95.0,3.0,14.016666666666666,14.016666666666666,2.639714625445898,0.03333333333333333
1205,Roman Mitichyan,1.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.5,2.0,12.0,1.5,7.783333333333334,3.891666666666667,0.2569593147751606,0.8
1206,Roman Salazar,0.0,2.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,33.0,84.0,1.6666666666666667,16.96666666666667,5.655555555555556,1.9449901768172886,5.283333333333333
1207,Ron Stallings,1.0,2.0,0.0,0.0,3.0,6.0,0.0,0.0,0.3333333333333333,84.0,138.0,2.0,26.083333333333336,8.694444444444445,3.2204472843450476,1.2333333333333334
1208,Ron Waterman,2.0,1.0,0.0,1.0,4.0,8.0,0.0,0.0,0.5,93.0,143.0,2.0,33.31666666666667,8.329166666666667,2.791395697848924,20.983333333333334
1209,Ronda Rousey,6.0,2.0,0.0,0.0,8.0,11.0,2.0,0.18181818181818182,0.75,118.0,227.0,1.375,24.733333333333334,3.091666666666667,4.77088948787062,11.866666666666665
1210,Ronny Markes,3.0,2.0,0.0,0.0,5.0,13.0,0.0,0.0,0.6,125.0,234.0,2.6,57.53333333333333,11.506666666666666,2.172653534183082,27.9
1211,Rony Jason,4.0,4.0,0.0,0.0,9.0,18.0,2.0,0.1111111111111111,0.4444444444444444,155.0,350.0,2.0,76.13333333333333,8.459259259259259,2.0359019264448337,11.333333333333334
1212,Roosevelt Roberts,4.0,3.0,0.0,0.0,7.0,14.0,0.0,0.0,0.5714285714285714,171.0,373.0,2.0,61.2,8.742857142857144,2.7941176470588234,17.26666666666667
1213,Rory MacDonald,9.0,4.0,0.0,0.0,13.0,38.0,1.0,0.02631578947368421,0.6923076923076923,667.0,1570.0,2.923076923076923,178.03333333333333,13.694871794871794,3.746489421456656,28.866666666666667
1214,Rory Markham,1.0,2.0,0.0,0.0,3.0,3.0,1.0,0.3333333333333333,0.3333333333333333,11.0,51.0,1.0,5.55,1.8499999999999999,1.981981981981982,0.016666666666666666
1215,Rory Singer,2.0,2.0,0.0,0.0,4.0,9.0,0.0,0.0,0.5,97.0,245.0,2.25,38.083333333333336,9.520833333333334,2.547045951859956,2.5666666666666664
1216,Rose Namajunas,7.0,3.0,0.0,0.0,10.0,28.0,3.0,0.10714285714285714,0.7,518.0,1273.0,2.8,125.43333333333334,12.543333333333333,4.129683762955089,28.433333333333334
1217,Rosi Sexton,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,122.0,306.0,3.0,30.0,15.0,4.066666666666666,6.616666666666666
1218,Ross Pearson,12.0,13.0,0.0,0.0,26.0,66.0,6.0,0.09090909090909091,0.46153846153846156,1114.0,2766.0,2.5384615384615383,302.75,11.64423076923077,3.6796036333608586,21.200000000000003
1219,Rostem Akman,0.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,54.0,210.0,3.0,30.0,15.0,1.8,3.3833333333333333
1220,Rousimar Palhares,8.0,4.0,0.0,0.0,12.0,20.0,1.0,0.05,0.6666666666666666,131.0,256.0,1.6666666666666667,76.4,6.366666666666667,1.7146596858638743,25.46666666666667
1221,Roxanne Modafferi,4.0,5.0,0.0,0.0,9.0,28.0,1.0,0.03571428571428571,0.4444444444444444,438.0,1421.0,3.111111111111111,138.53333333333333,15.392592592592592,3.161693936477382,44.78333333333333
1222,Roy Nelson,9.0,10.0,0.0,0.0,19.0,45.0,9.0,0.2,0.47368421052631576,439.0,1176.0,2.3684210526315788,202.55,10.660526315789474,2.167366082448778,41.03333333333333
1223,Royce Gracie,8.0,1.0,0.0,1.0,10.0,11.0,0.0,0.0,0.8,36.0,75.0,1.1,53.53333333333334,5.3533333333333335,0.672478206724782,0.0
1224,Royston Wee,2.0,1.0,0.0,0.0,3.0,8.0,0.0,0.0,0.6666666666666666,44.0,73.0,2.6666666666666665,39.983333333333334,13.327777777777778,1.1004585243851606,21.733333333333334
1225,Ruan Potts,0.0,3.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,17.0,45.0,1.6666666666666667,19.916666666666668,6.638888888888889,0.8535564853556484,1.7833333333333334
1226,Ruslan Magomedov,3.0,0.0,0.0,0.0,3.0,9.0,1.0,0.1111111111111111,1.0,181.0,378.0,3.0,45.0,15.0,4.022222222222222,2.8166666666666664
1227,Russell Doane,3.0,5.0,0.0,0.0,8.0,17.0,2.0,0.11764705882352941,0.375,137.0,335.0,2.125,78.16666666666666,9.770833333333332,1.7526652452025588,24.450000000000003
1228,Rustam Khabilov,10.0,3.0,0.0,0.0,13.0,36.0,1.0,0.027777777777777776,0.7692307692307693,339.0,988.0,2.769230769230769,171.05,13.157692307692308,1.9818766442560654,45.5
1229,Ryan Bader,15.0,5.0,0.0,0.0,20.0,47.0,7.0,0.14893617021276595,0.75,577.0,1332.0,2.35,204.68333333333334,10.234166666666667,2.8189886817034444,76.5
1230,Ryan Benoit,3.0,5.0,0.0,0.0,8.0,20.0,4.0,0.2,0.375,269.0,653.0,2.5,91.3,11.4125,2.9463307776560788,4.800000000000001
1231,Ryan Couture,0.0,2.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,74.0,232.0,2.5,23.75,11.875,3.1157894736842104,4.266666666666667
1232,Ryan Jensen,2.0,6.0,0.0,0.0,8.0,11.0,1.0,0.09090909090909091,0.25,100.0,248.0,1.375,34.016666666666666,4.252083333333333,2.939735423811857,8.249999999999998
1233,Ryan Jimmo,3.0,4.0,0.0,0.0,7.0,15.0,4.0,0.26666666666666666,0.42857142857142855,207.0,313.0,2.142857142857143,66.41666666666667,9.488095238095239,3.1166875784190715,22.183333333333334
1234,Ryan LaFlare,7.0,3.0,0.0,0.0,10.0,31.0,2.0,0.06451612903225806,0.7,427.0,1064.0,3.1,147.83333333333334,14.783333333333335,2.888387824126268,42.266666666666666
1235,Ryan MacDonald,0.0,2.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,45.0,155.0,2.0,19.71666666666667,9.858333333333334,2.2823330515638207,0.8666666666666667
1236,Ryan McGillivray,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,19.0,91.0,3.0,15.0,15.0,1.2666666666666666,0.0
1237,Ryan Spann,4.0,1.0,0.0,0.0,5.0,10.0,3.0,0.3,0.8,134.0,305.0,2.0,41.85,8.370000000000001,3.201911589008363,11.783333333333335
1238,Ryo Chonan,1.0,3.0,0.0,0.0,4.0,12.0,0.0,0.0,0.25,152.0,401.0,3.0,60.0,15.0,2.533333333333333,18.650000000000002
1239,Sabah Homasi,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,80.0,165.0,1.3333333333333333,16.066666666666666,5.355555555555555,4.979253112033195,2.2666666666666666
1240,Sabina Mazo,3.0,1.0,0.0,0.0,4.0,12.0,1.0,0.08333333333333333,0.75,421.0,913.0,3.0,58.95,14.7375,7.1416454622561485,13.066666666666665
1241,Sage Northcutt,6.0,2.0,0.0,0.0,8.0,18.0,2.0,0.1111111111111111,0.75,267.0,510.0,2.25,74.61666666666666,9.327083333333333,3.578289032834488,12.933333333333334
1242,Sai Wang,1.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,0.5,95.0,203.0,3.0,30.0,15.0,3.1666666666666665,10.983333333333334
1243,Sako Chivitchian,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,36.0,132.0,3.0,15.0,15.0,2.4,2.966666666666667
1244,Salim Touahri,0.0,3.0,0.0,0.0,3.0,9.0,0.0,0.0,0.0,117.0,249.0,3.0,45.0,15.0,2.6,2.683333333333333
1245,Sam Alvey,10.0,9.0,0.0,0.0,19.0,41.0,7.0,0.17073170731707318,0.5263157894736842,575.0,1269.0,2.1578947368421053,184.81666666666666,9.72719298245614,3.111191270628551,10.866666666666667
1246,Sam Hoger,2.0,3.0,0.0,0.0,5.0,14.0,1.0,0.07142857142857142,0.4,72.0,288.0,2.8,67.08333333333334,13.416666666666668,1.0732919254658384,9.966666666666665
1247,Sam Sicilia,5.0,7.0,0.0,0.0,12.0,25.0,1.0,0.04,0.4166666666666667,255.0,761.0,2.0833333333333335,103.69999999999999,8.641666666666666,2.459016393442623,24.4
1248,Sam Stout,9.0,11.0,0.0,0.0,20.0,51.0,3.0,0.058823529411764705,0.45,995.0,3444.0,2.55,238.36666666666667,11.918333333333333,4.174241364844078,26.316666666666666
1249,Sanae Kikuta,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,8.0,16.0,1.0,4.633333333333334,4.633333333333334,1.7266187050359711,3.6166666666666667
1250,Santiago Ponzinibbio,9.0,2.0,0.0,0.0,11.0,25.0,9.0,0.36,0.8181818181818182,479.0,1206.0,2.272727272727273,112.08333333333334,10.18939393939394,4.27360594795539,6.933333333333333
1251,Sara McMann,6.0,5.0,0.0,0.0,11.0,22.0,1.0,0.045454545454545456,0.5454545454545454,214.0,488.0,2.0,95.11666666666667,8.646969696969698,2.2498685824426143,52.55
1252,Sarah Kaufman,1.0,2.0,0.0,0.0,4.0,11.0,0.0,0.0,0.25,381.0,758.0,2.75,53.11666666666667,13.279166666666667,7.172889865076875,10.133333333333333
1253,Sarah Moras,3.0,5.0,0.0,0.0,8.0,21.0,0.0,0.0,0.375,213.0,549.0,2.625,97.65,12.20625,2.1812596006144394,19.933333333333334
1254,Scott Adams,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.15,3.15,0.0,1.2833333333333334
1255,Scott Askham,2.0,4.0,0.0,0.0,6.0,14.0,4.0,0.2857142857142857,0.3333333333333333,205.0,444.0,2.3333333333333335,67.61666666666667,11.269444444444446,3.0317968942568396,7.85
1256,Scott Bessac,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,0.5166666666666667,0.5166666666666667,1.9354838709677418,0.0
1257,Scott Ferrozzo,2.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,0.5,99.0,150.0,1.25,25.799999999999997,6.449999999999999,3.837209302325582,0.0
1258,Scott Holtzman,7.0,4.0,0.0,0.0,11.0,30.0,4.0,0.13333333333333333,0.6363636363636364,648.0,1297.0,2.727272727272727,146.0,13.272727272727273,4.438356164383562,50.449999999999996
1259,Scott Jorgensen,4.0,8.0,0.0,0.0,12.0,27.0,1.0,0.037037037037037035,0.3333333333333333,393.0,999.0,2.25,127.45,10.620833333333334,3.0835621812475478,29.9
1260,Scott Morris,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.5,1.0,1.0,1.0,0.8333333333333333,0.41666666666666663,1.2000000000000002,0.0
1261,Scott Smith,1.0,3.0,0.0,0.0,4.0,8.0,2.0,0.25,0.25,66.0,195.0,2.0,33.96666666666666,8.491666666666665,1.9430814524043183,4.65
1262,Sean Brady,3.0,0.0,0.0,0.0,3.0,8.0,1.0,0.125,1.0,200.0,361.0,2.6666666666666665,36.78333333333333,12.261111111111111,5.437245129134572,10.799999999999999
1263,Sean McCorkle,1.0,2.0,0.0,0.0,3.0,4.0,0.0,0.0,0.3333333333333333,12.0,27.0,1.3333333333333333,14.133333333333335,4.711111111111111,0.8490566037735848,4.4
